ulasan,label
"Spotify Pro User here. I like the wide selection Spotify offers. You can also download songs to your device and add them to playlists if it's not available. However, something that is VERY annoying is the shuffle feature. I dont want an algorithm choosing what songs it thinks I want next; i want either truly random picks or a psuedo-random selection that tries to play each song in even distribution. My 1000 Liked Songs playlist sounds like I only have 40 songs in there!!!",3
"Love the crossfads opgion and love the transition between the songs. HOWEVER, it mostly sucks on mobile, why should I get premium just to pick a song from MY playlist, its my playlist, I made it, why can't I choose which song I want to play first? Or why can I only skip six songs per hour? Not to mention I cant turn off smart shuffle or reguñar shuffle for any playlist, its so annoying.",1
"I used to love Spotify, but it is soooo repetitive on it's music selection even across channels. New releases are never mixed into any channel. God forbid you like a band that has been around for a decade or two. You will only hear their old stuff, even if you only listen to that band. How do you have so much music but make it such a pain to listen to most of it. Just not worth it anymore.",2
"I always use this app, no question....until now. There's this bug on the app that doesn't play the first song on my playlist, and when I try editing it it switches to a whole new song, messing up my playlist in the process. This has become detrimental in me using the app and I'm hopeful that nobody else is experiencing this issue. That being said I hope that this issue is resolved before that can happen to others",2
"What's going on!? Why is the app suddenly unusable? I'm constantly struggling to play spotify on any echo via the app, echo works fine but the app doesn't recognise that a song is playing so I can't change it unless I ask alexa. It's just a loading screen for every song I've downloaded when I try to listen offline on my phone. It also suddenly goes silent partway through a song at random times. Why am I paying for a service that doesn't deliver!?!? Sort it out!",1
"Don't pay for this Spotify premium is a huge waste of money, the downloaded episodes routinely become ""unavailable"" to play. (I don't have reception at work so being downloaded is a big deal) There's a lot of ads, even on the premium version. Overall, not worth it by any means. If you have good wifi/data just use the free version. I got logged out, it's now not letting me log back in. Down to 1 star now",1
"An amazing app usually, but it often happens that podcasts bug out - it shows just a black screen and doesn't want to start. Not even changing to a different podcast or clearing the cache works. For some reason it works after casting to another device, but not on the phone. EDIT: Seems turning the internet connection off and on helps.",3
"This used to be my go to place during times of distress,sadness,happiness,excitement or simply when I was elated due to the party mood. But recently the updated version is so disgusting as they have restricted the minimalistic features like song shuffle, choosing a song, song repeat which makes it very tiring and exhausting to keep on listening. This was my favourite app where I always encouraged more of my friends to use this and now I feel its of no use. So disappointed !",1
"I've been using Spotify for a few years and only have just a few complaints about needing to have premium just to play a song on loop or to play a specific song. I can never search up a song and it just plays, instead it automatically plays a playlist. Ad's are a little too frequent, like ever three songs there's an ad. Anything besides that, everything else is good.",4
"2/10/24 UPDATE! I'm still experiencing the random shuffling of custom playlist everyday. I have premium. 4/27/23 Update! Still hanging on and doing fine EXCEPT THIS ONE THING! About once every two weeks or so, my custom playlists will get stuck on shuffle. The only way to get them unstuck is to log out, uninstall, reinstall and log back in. It's quite annoying. It would be a lot easier if we had the option to stop shuffle for podcasts like we have with music and music playlists.!",3
"Where as my original review I was completely satisfied with the app. The new changes have me rethinking. Random songs appear as I'm playing my liked songs, not once have I ever liked a lady gaga song or Billy Joel's the piano man. Also I'm getting ads in my podcasts even though I have premium membership and the add selection to place a new song in my liked list is met with another selection to place in a different playlist. My suggestion is don't change something that ain't broke.",3
"Every time is getting worst. Not only they put a lot of more and more frequent ads, they limit you to hear your playlist to almost force you to get the premium. Also when they say enjoy the next 30 min. Ads free, the ads still showing up. Another thing I hate, it' s when I look for discovering a new song I have to listen the full album",2
"I love Spotify, I'm an avid user but recently I keep having problems. The app keeps crashing when playing music in the background and it struggles with downloading music (not to mention the minutes long start-up time). Hoping that these are issues that get fixed. I've uninstalled and redownload the app about 3 times now and the issues still remain.",2
Great way to listen to music with a huge library of songs to chose from. If you have a sleep playlist there is a sleep timer you can set so your phone is not always on. Though the app has been really annoying lately by automatically putting itself in the background and playing music when i dint want it to.,3
"I just have one issue and I don't know if it's a bug or not, but I literally can not add any of my playlists to my profile, the option completely disappeared, meaning if I take them off my profile, I can never put the back on, which is a hassle to deal with when I am trying to reorganize my playlists. Also, if I'm listening to a podcast episode, it says I'm listening to the previous music I was listening to, or a completely random song",3
"I have used Spotify for years and am a premium subscriber. Lately this app has gone backwards big time. It is unstable and crashes, it used to remember what episode you were up to in a podcast list now it automatically goes to the top and you have to scroll through until you find where you were up to and it used to be when you liked an album it automatically added the songs to your library, now you have to add them all individually. Such a shame a once user friendly app has become a mess",3
"Love this app in general, but the last 3 weeks it has become decreasingly reliable. Initially it would take minutes to load, so I uninstalled and re-installed (losing local files :( ) which fixed it short term until eventually slowing down. Then today it stopped functioning entirely, only crashing. Edit: update fixed the crashing but still very slow on startup",4
Why can't i alter audio and video quality anymore!!! This app is getting so bad!! Getting sick of it changing to internal storage when I always pick external. How many times do I have to delete the cache then the app to have to reinstall for it to only work for a day or so. Been like it for nearly a year. I have to delete reinstall and then download 30gb of music again. Constantly telling me its offline.,1
"Hey Spotify Team! I've been having an issue where my playlists that are entirely podcast episodes are set to shuffle, and I cannot change this. I have looked up how to fix this, but apparently this ""bug"" is now a new feature! My family and I are paying for Spotify Premium, but if these sorts of updates continue, I think we'll have to move to a new music app! If you respond, please have an actual fix for this ""new feature,"" it's very disappointing.",3
"So frustrating, for some reason Spotify stopped casting to my Google Home and Mini roughly one week ago. Our Sirius casts fine. I uninstalled/reinstalled, cleared cache etc. Just says it connecting, yet it doesn't. I cannot cast verbally nor a direct connect from phone. Ugh!!! Update: this morning when I verbally asked Spotify to play some music, it actually did. Hopefully this was just a blip in the system.",4
"This has been a bad experience for me so far. It never actually plays the songs in my playlist and instead plays similar songs, even when I turn off the 'play similar songs' button in the settings, it doesn't work. It never lets me skip songs, and whenever I try to play my playlist now it tells me I can't You should fix this Spotify :(",2
"I love using my Spotify app on my Chromebook! It is way better than listening to Youtube, which has adds. I do not own Spotify Premium and I never get adds! I do have a couple of issues, but I will keep my rating at 5 star! My app just laggs a bit and only lets me play certain songs in my school district. But other than that I love spotify! Definetly recommend!",5
"No, just no, I'm not going insane just to listen to my music with my phone off, this app isnt even a music app at this point, it's just 60% adds every song, we can't replay songs, we can't put songs on loop, there's more adds then last year, and we only have 6 skips, and most of the songs I like aren't even on this app, YT music is better, I'm still gonna keep this app because I can listen to two of my favorite songs on the bus in the morning..",1
"Utter pants, the mobile app barely works. They took away all the user friendly features , and replaced it with pretty videos on the home page, bravo! In the old versions, you used to be able to display all liked albums in artist order (alphabetical) then they removed it. GIVE IT F***ING back!! All I do is listen to albums, and I like to flick through the artists to find what I want to listen too, why have you removed it?!?!?!???! Please don't force me to revert my phone OS to play Spotify again",2
"App keeps changing playlist song orders and removing songs (but not showing it). If you change the song that is at the top, another is swapped into its place at random. Genuinely frustrating Constantly freezes,doesn't load playlists (gets stuck in a loading loop), crashes. How does it even fail to load playlists that are saved offline? Isnt that the entire purpose",1
"I really want to love this app. Ive been using it for years and did really like it up untill recently. The app used to be good even without premium but not anymore. the amount of adds are unreal. You get 5 adds per 1 song and they lie when they tell you ""listent to get 30 min of no adds"" The playlists are kind of useless too, it will repeat 20 song out of the 100 song paylist, you won't ever get to hear the other 80. Spotify, please, this is getting ridiculous.",2
I wish we could custom arrange our playlists like we can arrange the songs inside the playlists. I wish Spotify would stick to playing the one band I search for in my playlist instead of playing a different artist after the song is over. I also wish Spotify would let you read lyrics without having to hear the song... sometimes I just wanna make sure it's the correct song without having to google search for it.,1
"I'm a person who suggested spotify to many. I loved spotify before. And now I've started to get irritated by this app. Adds are fine, but not able to repeat same song and not able to move song backwards and forward is tooooooo irritating. This feature made me see other music platforms. Very bad experience for those who love music, and nothing less than a emotional pain for those who listen songs on spotify for almost entire day.",1
I love being able just to open my Spotify and search a song and find it sometimes... The only thing I don't like about Spotify is how I can't get all the songs. For example you can't find Lil Wayne's any of the mixtapes or sorry for the wait albums on Spotify you have to go to YouTube. I prefer Spotify because it is a better service but at the same time I don't get all the music that I want.,4
"Why have you removed the ability to have atuo repeat albumn, without having to turn on each time? Have premium.. decent enough. I only use for music, which I could remove features from home screen. Like podcasts, audio books, hot right now list (filled with artists/genres I don't ever listen to) new panel dosplay section at bottom.",4
"This app is pretty good, even without the premium. Now, though, when i come back to the app after work, it auto plays some random music (i listen to power metal! not whatever random music y'all want me to try), and when i play podcasts, it normally goes from oldest to newest, but sometimes it'll play the last episode over again 😑",2
"Another poorly made app by developers who refuse to listen to users. It's BROKEN! It cannot handle losing internet connection - it won't just play the downloaded songs, it just tells you it's in offline mode. You can't dismiss anything from the home screen, so you can be stuck with icons for podcasts you don't listen to or songs you don't like. What a pathetic failure of an app. I'm a premium user and I'm done with Spotify! Moving over to Amazon Music for sure",1
"Works great until it stops playing and then it needs reinstalled & all the music needs downloaded again. Update: Thanks for replying. I visited the support site & the troubleshooting for Spotify not playing includes reinstalling the app and redownloading the music. It seems there's an acknowledgement of the issue with the app. If the issue with the app can't be fixed, then allow reinstallation of the app without having to download the music again. This costs us data. Will reach out to support.",4
"At first I gave this app a 5, but lately on my android phone and my laptop the music plays 3-4 songs and just stops. No ads, it just stops. I have to restart the app to hear a few more songs before it stops again. So 👎right now until the app is fixed. Yo creaters...fix the problem please. After deleting the app from all devices AND logging out. Then reinstalling and logging back in, it seems to be working now. For how long, hard to say.",3
"Introduced/reintroduced ads between songs Feb 2024, was pleasantly surprised to not have unrelevant advertisments shoved in my ears between every couple songs upon downloading the app, and not having premium, but all of a sudden this has changed... Spotify is now literally the worst user experience, imagineable, for an audio streaming app. Literally no reason to choose this over Apple/Amazon music again, ill sign up for the free premium offer, then never use Spotify again on expiry, cheers.",1
"I love using Spotify and have been using it for many years. Recently I have been having a problem with it just stopping. Like I'll be in the middle of my music and it just completely stops playing. I have to go into the app, wait for it to load and then hit play and pause a few times before it starts playing normally again. This happens sometimes as much as 5 times in a 15 minute commute to work. I want to keep using Spotify so please fix!",2
"This app gets worse and worse. Bring back the heart to like songs. Now it glitches out and says I don't have a song in my likes so I add it, but then it has a duplicate song in there. makes 0 sense. Also your ""liked"" songs playlist should have the same options as a regular playlist. You can't share your liked songs as a playlist? And you can't duplicate your liked songs playlist.",1
"I'm paying for premium yet I can't listen to most of my songs. It will play one and then stop. Forcing me to have to relaunch the app. Then when I go out of offline mode, it constantly says the is no internet connection when I have full bars. This is really frustrating especially since I'm paying for this. It used to work great but lately it's been terrible. Please fix immediately. I don't want to go back to pandora but it's free and no problems like this",1
"I've been up for a long time trying to figure out why I can not connect my Yamaha wireless speakers to spotify! I have recentlyupgradedphones from a IPhone to SamsungS24 Ultra and since doing so can not for the life of me connect the speakers. They just simply won't play music through it nor will it show up on available to link and play. I used ITunes and never had a issue, moved to Spotify and ran into a brick wall. Nothing on the website helps to fix the problem! Surely this can be fixed!?",2
"Stops playing randomly and will often repeat the same short cycle of songs in a playlist. Also, customer support has not been helpful. They just say to restart and reinstall, which I've done several times. And now they make an audiobook require payment WHILE I was listening to it?? Here I thought it was included in premium up to like 12 hours or something. Greedy corpos. I pay them enough for this waste of data 🙄 Edit: I edit everytime these bugs occur. Also, why is it so painfully slow now?",1
This is the worst update ever. You have to pay to skip the song or repeat it. We need to pay to play the songs in order. This is my favorite music app and I am using it for almost 2 and a half years. This account is used on various devices. Why are you making us to pay for the essential or the main features for the comfort of the customer. You're getting worse . The app's playing random songs which we don't want to hear at that moment. Pls make it more usable and normal like the previous update.,1
"this app gets worse with every update, its at the point now where it is placing random songs from tge middle of a playlist at the start of it. I can not move the songs back to their original place, as it just ignores any changes I make and removing the bugged song results in the next song from its original position being placed at the top.",1
"Spotify on the mobile app sucks. If I were you. I rather go on to the website version. I'll atleast be able to switch or pick the music/songs that I want to listen without premium, but the ads will definitely annoy you. But this is portable and nobody is gonna bring out their laptop just to listen to some tunes. That would be ridiculous and silly. I would only use this if I'm doing anything physical with my legs. Laptop/computer if I'm relaxing or sitting down. And no loop!? Seriously!?",2
"I know I put 4 stars but this was before the glitches I gues you could call them. Only just recently the top song on my play list, like the first one I added has randomly moved halfway down the play list and been replaced with another one. Then when I try and move it it's adifferent song that takes its place. So I restarted my phone and had a look and nothing changed. Deleted the app and now I can't even redownload it..",4
"Spotify has now keeps changing my music orders in the playlist, which is not right. Plus, this Smart Shuffle is pointless as it's added other music that's not in my playlist to Shuffle. You can't even Turn Off Smart Shuffle I'm the settings if you don't want instead you'd had mess around with Shuffle button but doesn't fix it when the notification say its off but its actually still on. I'm definitely going to look at alternative & or go back to downloading making playlists the old way.",1
"I used to use Spotify mobile all the time before the most recent big update that changed the entire app. My biggest complaint is the ""recommended songs."" They can be pretty annoying when you're trying to listen to specific songs in a playlist/album. In my opinion, just use the desktop version if you do use Spotify.",2
"First of all great app. But a ton of problems I'm not gonna be one of the people who'll complaining about ads, I understand you need them to make money and possible people off so they eventually get the premium subscription but reducing the features is inhumane, not being able to choose the next song I want is not a good idea, it's terrible. And not being able to repeat a song or keep it in a loop, where do you guys get these ideas. It doesn't help anyone 😕.",3
I loved Spotify until recently. Now the app will randomly close and mess up my queues and I often listen to Spotify while driving so then I'm stuck in silence u till I get a chance to hop on my phone and fix it. I have even talked to my friends about it and they have the same problem. It is on ny absolute last nerve and I am about stop paying for Spotify premium and switch to another music streaming app.,1
"Edit: It constantly closes, crashes while running, freezes, wont pause or play when you push the buttons and video is spotty. I updated it and problems still persist. I am so glad JRE is going to youtube again, this app is trash. Now it randomly skips to next episode, then when i go back, it starts over. Consistently closes or wont pause, then the pause/play button and marker line at the bottom stays on the screen until i touch around it. Just little things that shouldn't be an issue.",1
"Great music app, but I've been having a problem recently, for some reason on one of my playlists, some of the songs will just shuffle into different places where i dont want them, the problem is worse when i try to reorder the songs to my liking, not only do the songs not reorder, but other songs will shuffle to other places on my playlist. Posted this review here because its annoying and I dont know if customer service is going to help me with this problem",4
"SEVERELY DISAPPOINTED. Fast forward button is limited to only 15 seconds! I wrongly assumed that this was to motivate subscribers to pay for premium but unfortunately, regardless of which type of account you hold, there is no remedy. Additionally, upgrading your account only gets rid of ads during music, NOT podcasts - I could understand if ads were at least kept to the beginning & end of episodes but nope. Ridiculous considering even Stitcher Radio & Audible offered multiple forwarding options.",1
"There needs to be a feature that will allow me to remove shuffle from the options, it keeps turning its self on and shuffling the playlist I'm listening to and I don't usually notice till I'm right in the middle of a chore and can't get to my phone to shut off shuffle and then I have to go through and try to find the last song on my list that I was listening to. I pay for premium so I don't get interrupted by ads so why would I want to get interrupted by songs I don't like.",1
"This used to be so much fun, but latest updates mean that I can no longer add the same song multiple times to a playlist for streaming. It also cuts songs off before they end properly. Hitting shuffle results in the same songs being played every day... if I wanted to listen to the same few songs on repeat, I'd listen to Heart FM.",2
"I've been a user for years but now spotify is ruined on mobile and desktop. Smart shuffle keeps breaking the song queue. UI has become way worse. I have some of my own mp3 files added to spotify from my desktop pc and you are able to download them for offline use on mobile but sometimes they just dont download anymore and when they finally do, it eventually bugs out and spotify cant play them anymore. I'm seriously considering moving to yt music or something.",1
"One of the worst music apps Ive ever had. No matter how updated everything is, it cuts off in the middle of songs and when I open the app again, the song is restarted. It also skips in the middle of songs like Im listening to a CD. I will listen to an ad for 30 minutes of music, it will play one song and them go back to 4 commercials before playing only 2 songs.",1
"Usually a great app, but going downhill fast like Amazon Music in the past few months. Android users have currently been dealing with a serious playlist order bug for over a week resulting from a development team fumble that Spotify has been allegedly investigating without any apparent solution offered, even after an additional app update. Not okay, especially after the recent increase in subscription dues. Doesn't seem like the right time to be laying off 17% of your employees.",2
"Love the app but dear God, I have thousands of songs added to playlists and downloaded and the app runs so painfully slow and now I try and launch the app and it won't even open. I've tried everything to fix it but nothings worked and now my only option is uninstalling the app and I don't want to do that since it will remove everything I've downloaded (which is close to i think 9,000 songs). Super disappointing cause this is my main way to listen to music and podcasts and now it won't even work",2
"I HATE that I pay for this app. The songs ""play"" but no music comes out half of the time. I can't switch songs easily if it's been playing in the background, and it also freezes constantly. It's super hard to add a song to a playlist if you've been listening for more than 15 minutes. 2024 update. Nothing ever loads. Can't add songs to my ""liked"" playlist anymore, randomly turns off and always turns off shuffle. The app continues to get worse every week.",1
"I have premium but recently the app has stopped letting me open my downloaded playlists/albums while offline. I literally cannot do anything but listen to whatever the last song I was listening to was when offline. Nothing seems to work, resetting cache, redownloading my playlists, even reinstalling the app does nothing. Not to mention smart shuffle randomly turning itself on, smart shuffle just is the worst feature in this app, it's really clunky.",1
"The app slows down once you download a large amount of media for offline play. At 58 gb, it just crashes and now I can't open Spotify at all. It really sucks that I can't have my music offline so I don't have to use (and pay for) data while away from wifi. I generally like Spotify and our duo plan, but the offline experience really sucks.",2
"A nightmare with adequate variety poor quality. As a user, I am harrased with incessant adds. The software is hard to navigate and there is little to no customization. They push an expensive premium plan down your throat. I switched to stitcher and then google podcasts, both great, but they are going away now. You can't even download unlimited podcast without premium.",1
"I can't believe anyone thinks this is a good app. It loops the same few songs infinitely, and plays censored versions occasionally. At this point I get 5-6 min of music followed by 3 minutes of ads. I tried premium, and it was a huge disappointment. Same problems, just no ads. The AI DJ certainly has Alzheimer's disease with it choices that are almost exclusively songs you had just hand picked, then repeats them over and over. Total garbage app.",1
"Used to be good, but then it decided to not auto play similar songs. Now it just loops one song for 5 hours unless user intervenes. I try to press the repeat button to make it stop, it only repeats album or repeats song. I can no longer just pick a song and let Spotify do the rest, I have to babysit. I'm not babysitting while driving. ""My Mix"" on YouTube now does better than Spotify.",1
"Good app, good style, everything is perfect. Only 1 complaint, doesn't have to be taken care it's fine, but how you have to pay premium to shuffle or sort songs in order on a playlist. Good app though, good luck👍🏻 (This edit was the day after posting this. I also don't like how when I listen to ""MY"" playlist, there are songs I didn't add that say, ""We added."" Don't like it but still good app.) (2nd edit: Now it's adding songs I don't want on ""MY"" playlist not giving me an option)",2
I've had Spotify premium for 8 years now and every year the home screen just gets more and more convoluted. I miss the old days of Spotify with simple UI and now I'm bombarded with random podcasts and music that has nothing to do with my preferences. The only redeeming thing about this app is they haven't raised prices.,3
"It's catalogue of music (like it's pc version) is by far the only reason to use Spotify. This is an overwhelmingly negative experience for anyone with even slight standards... Repetitive ads, of course, no option to add to queue, exclusively shuffle playing mode (except for a few songs you can play per day), you can't seek, can't download, ridiculously forced song suggestions they make you listen to, and only a few amount of skips a day... The entire app is just a ploy to get you to buy premium.",1
"I had a hard time deciding how many stars to give this. It's been a great experience for about a decade, but the last 2 years was bad. The app freezes, won't load, stops playing in the middle of the song, etc. I've tried everything to make it work and it won't. Very frustrating because I pay for premium so I can listen off line and it just won't work anymore!",3
Spotify used to be a awesome app.... I switched to Spotify from gaana... But now it has become the worst It's Very irritating.....the ads are still fine but now it doesn't allow us to skip the songs or forward the songs The songs cannot be played in a queue You've just got 6 skips per hour....you can play only one song of your own choice That's very disappointing fact about Spotify,1
"I have been using Spotify for years now and have had no major problems until recently. Suddenly, on Bluetooth, my music will just stop. Doesn't matter if I'm connected to earbuds, wireless speaker, or my car. I'll get 2-3 songs consistently and then nothing. I have to open my phone and go back to the app to continue playing my songs. Obviously this is an issue when I'm on the road and particularly on a bike. I'll have to spend most of my ride in silence.",3
"This app is great!... for the price. Interface is easy to use and the algorithm works wonder in suggestions. Bug with listening device selection was fixed so I gave it another star, but now I've realized that the ""hide this song"" from a specific playlist doesn't work. We need an incognito mode! Private session is annoying to activate, doesn't work with Google Home and it doesn't specify if it's the same as incognito.I listen to repetitive music for sleeping that I do not want it on my algorithm.",3
"Till I was a premium member there was no issue with app. The moment I become normal user they have restricted below features which are very basic to any app. 1. Fwd and Rev seeking of song is disabled. 2. Shuffle is disabled. 3. Looping and repeating the song is disabled. 4. Going back to previous track is not possible. 5. Even replaying the track is not possible, since previous track button itself disabled. If want to play that song again I need to go to playlist again select the song.",1
"Android automotive version is borderline unusable. Playlists don't sync, sorting songs or playlists doesn't exist. If you have the automotive version installed but try to make selections from the phone they don't always play in the car. I found entries in the Spotify support community where people report these issues. No resolution is provided but they are marked Solved. I'm about to uninstall the automotive version and just use Bluetooth. Do better, Spotify",1
"Why do you keep on removing all the basic features spotify. We didn't have any problems earlier even there were some ads in between. But it has become too annoying now. I can even play a song from specif part, too much ads in between songs, cannot add music to queue and lot more annoying things on the go. Its like we don't have any options if we don't go premium. Too much profit mentality from these guys. 👎👎👎",1
"Don't bother with this app unless you are willing to pay ten dollars a month. The free version has ads every other song and will start playing ""suggested"" songs instead of songs actually on your playlist. Even when I exit the app and reenter that specific playlist it will continue doing it. I want to listen to my playlist not random songs they want me to listen to. Its honestly a great music app with premium but otherwise it sucks.",1
"it's okay. The ads suck and take forever. Recently, it's been playing suggested songs that have absolutely nothing to do with me. The songs they play are not even in the same genre of music I listen to. It's been getting annoying. The only way to enjoy it is to pay for the premium. I want to listen to songs, not ads 24/7. I'm debating switching to a new way to listen to music. Edit: I understand yall need to make money. I'm okay with listening to 1 maybe 2 adds in a row but 5-6 is a bit much.",2
"The app doesn't open on tablet, it would open with a black screen almost all the time. It just can't be used. And it isn't that my operating system is old, because I have try it the latest android os and it would open with a black screen. I have being using YT music instead, and if spotify continues with the issue I might change to YT music because it's work wonderful and without problems.",1
"Twice now, I get a message that says I'll get 30 minutes of uninterrupted listening after an ad. So I let the ad play, one song plays but then I get another ad. After only one 3 minute song, has not been 30 minutes. YouTube music free is better because I still get ads but at least I can choose what song I want to hear and YouTube music will play the song after the ad, whereas Spotify will not play the song I want to hear but put on a playlist of related songs",1
"I'm getting so mad, I used to not mind the ads because I didn't have premium but I always found them dumb. Anyways my real issue is I downloaded this app so I can listen to music with my phone non active or off but lately qhwnni turn it off my Spotify doesn't work and sometimes I don't because I know it won't work andy Spotify still goes of and all j want to do is listen to my music when I sleep. Please I'm begging you try to fix that because I am litterly about to download SoundCloud !!!!.",2
"No longer offers the option to download when not connected to WiFi. Fine most of the time, but occasionally I just want to switch that function on to quickly download something and then switch it off again. The app always suggests that it's possible to do, but it no longer appears in the settings menu. Update: response is that we can now only download via WiFi. This is a downgrade & also doesn't agree with what the app itself says. Suggest reinstate feature as there's no good reason to get rid.",1
"It's an awesome app of course but when you search up offline this is one of the top ones even though it's not offline, unless that's a premium option but ethier way if you have to pay to be able to use it offline than it shouldn't be an option when searching up offline. Anyways it's a good app but there's an ad every song and it even says ""30 minutes of uninterrupted listening""...It lasted 5 minutes before getting an add, false advertising...Doesn't even let me exit app while playing music!!?",3
"You would think after 10 years, Spotify would fix this app always freezing at the 10 second mark but no. This app sucks when it doesn't work, which is 90% of the time. Edit: One of the most common ""solutions"" to this problem is to reinstall the app. This isn't a solution. This is a band-aid fix that temporary alleviates the issue but doesn't fix it. Spotify, it's been 10 years. You've had hundreds of people report this issue. Why is it so hard to fix this? Maybe Joe Rogan can fix it for you?",1
Considering no longer using Spotify. Used to love it because I hated the radio's habit of repeating a bunch a songs. Now Spotify is doing the same. Almost all my Playlists will take hours to get through and days for my saved songs but it repeats so much and if I pause for too long it resets my queue or plays songs I just listened to and added. It's getting increasingly annoying and needs to be fixed. I'm not paying to listen to the same 50 songs when I have over 2k downloaded.,2
"Love the app, though on occasions what is played is not something I am interested in. My complaint is storing the files on the card and then out of nowhere the files are in the main memory. Not wanted there. Do the move to card thing does not work. It says it does, it does not. Correcting means deleting , doing the options and then download again. I have suffered four times with this. This last time it was set to the card and then saved to main memory. Finger nowhere near the main memory",2
"The support staff for this app keeps non-sense making changes. The latest round makes the app friendly for 6 year olds, but wastes every adults time in navigating to desired content. They are forcing one album/Playlist to take up the entire real estate of your phone on the home screen. So you have to spend more than 30 seconds scrolling down to find what you're looking for. I've had a premium family plan for several years, but now I'm thinking of canceling and switching to another service.",2
"It ain't as good as it used to be. The app is far too restrictive, and instead of you being able to play the song of your choice the app plays an entire playlist instead. The only good part about this app is it lets you play with your screen off but that is it. It has gotten to a point where i'm considering paying for youtube music premium instead. PLEASE LISTEN TO YOUR CUSTOMERS",2
"I've paid for family membership for years now. It used to be great but now after one or two songs the playlist suddenly stops. It was a pain that I could live with (just about). Now I can no longer cast music to any of my Google speakers at home which is the only way I listen to music, rendering my membership useless! Please fix ASAP.",1
"If you don't have premium you're better off going somewhere else for music. Six skips is absolutely insane and you can barely do anything on Spotify if you're not paying them directly. You can't choose your own songs, you only have six skips, the songs keep repeating despite it being on shuffle. I don't even hear half of my playlist. The ads are lies as well. ""30 minutes of uninterrupted listening"" actually means, ""listen to two three minute songs and get another ad because you're poor""",1
"There's been a very recent and consistent issue that I've noticed other people have as well where when I open the app, it shows a blank slate with only two grey/black rectangles displaying where things should go, it loads for god knows how long and no matter how many times I close and reopen it, it doesn't work. I don't know what part of the update has caused it as this never happened before Update: It got worse, now it just never loads at all. I can't use the app",1
"Congrats!! Thanks to the option of atleast giving 1 star or u would prefer giving O. I mean ads and all are fine but what's the case with can't play songs on loop, can't go back to a song, can't choose shuffle in the correct order, can't navigate through the songs. And above all...I can't even skip more than 6 songs per hour. Spotify mixes two polar genres and now I can't even skip. Amazing!!!",1
"the service itself is good. but currently I have severe battery drain with the app. On my pixel 8, I'm losing about 6% every hour of listening to music in the background, and I normally listen 5+ hours a day. This doesn't seem to be an issue on any other device I own, but I wish Spotify could figure out what's going on sooner than later.",2
"Used to be good, total rubbish App now though, it cannot play a song without the music constantly dropping out, I get silence for about 5 seconds every 30 seconds or so, the song continues to play as far as the app is concerned. Reading through the reviews from the last few months there is obviously a lot of problems with this and everyone is simply being referred to customer service or told to reinstall etc (which I have done to no avail). The app needs fixed but this advice is ignored here",1
"It's the user interface and the lyrics seeking feature for me. One can use the lyrics to seek the music or drag the music to any part of the same song. I have never seen that on any music app. The user interface and theming as well are both awesome. Well done team Spotify! However, there's a feature I really need now. Please let each playlist have the memory of the last played song such that it continues from there or where the listener stopped upon clicking the play button on the playlist.",5
"Not intuitive. Too many missing features. I would pay twice as much for a better app. Unfortunately, Spotify is the best available; so 2 stars not being the worst. Years ago I used a piece of software called MediaMonkey; Spotify could learn a thing or two from MediaMonkey. I sometimes don't think Spotify remembers what business they're in.",2
"It has been lagging on my device recently, I mean it would just show the logo when I click on open and take minutes before actually opening to my songs and everything (Sometimes I even have to restart the app)... And whenever I connect to my airpods, it doesn't signify anymore unlike before thereby not giving controls using just my airpods and it sucks!.... Please work on it I actually love the app alot but this issue recently has been giving me doubts. Thanks",2
Spotify is a great place for me to find all the music I need however there are way to many adds and Spotify premium doesn't come with much of a benefit. There are promises of 30 minutes of uninterrupted listening after a short add. This is in fact fake. It was timed and you only get about 16 minutes after that add. Overall okay. Just hoping for less adds in the future.,3
"Last two updates have really messed my app up. Have to open it 2 or 3 times before it works consistently. Podcasts are glitchy and often black out the video.. hopefully they got a fix coming.. ..bout 3 years later fixed old bugs but plethora of news one. Most consistent and frustrating for me is the app will only play MAYBE 1-4 tracks then just not do anything. This is every single session. So far, it's been about 6 months of it. Very frustrating.",2
"I pay for a premium subscription. Unbelievable how bad it has become, not downloading songs, freezing, etc. Terrible. Was alright before, not anymore unfortunately. Also random songs in other languages are being added to my playlists. Spotify should stop messing my playlists and get rid of their terrible algorithms and make their app that works and works smoothly.",1
"It's an okay app, but if I could actually find single songs or edit my own playlists or even view what is in said playists WITHOUT premium, that would be great. And also, you know, being able to go back to a song that you just listened to would be nice. Also, it would have been great if I had been told I had three months of free premium before it started and ended.",3
"Amazing app for music! I don't have Spotify premium but, it's still good anyways. the only thing i don't like is that some songs (Cluster- Slipknot for example.) Don't show lyrics, even though it says it dose it'd just a gray screen when you click on it. Anyways love the app! So excited for the next update!! Edit: Spodify dosent open anymore. It's annoying >:(",3
"It was great, IN THE PAST. Then they started moving every single feature to premium, which I feel is completely senseless! Like the fact that you can't skip to a specific part, or atleast rearrange your album... AND WHY DO I GET ADS BETWEEN EVERY SINGLE SONG? Isn't that too much? Also I've been facing problems logging in recently... When I enter my credentials, it says ""account not found"", and when I try creating a new account with the same email ID, it says ""Account already exists""!!",1
