content,score
"Tolong hilangkan iklan horornya, paling gak suka enak-enak dengerin lagu malah muncul iklan horor. saya tahu Spotify saya tidak premium, tapi ya gak gitu juga.... tolong dihilangkan, Terimakasih 🫶🏻",4
"Aku suka Spotify buat dengerin musik favorit aku... Tapi yang gak aku suka Spotify nya suka berhenti sendiri padahal koneksi internet baik"" aja lagi asik kebawa suasana lagunya ehh malah mati di tengah2 kann kesel.. Tpi aku kasi bintang 5 semoga kalo di update jadi lebih baik lagi",5
"Aku sebenarnya udh sering pakai Spotify malah sejak SMP kayaknya, tapi kenapa yaa Spotify semenjak update bukanya gak bisa. Bahkan bisa dibilang macet, padahal kalau update ku pikir dikasih performa terbaik, eh ternyata spotify nya malah makin elek. Udh gitu aku nunggu msh aja gak kebuka-buka bahkan bisa berhenti sendiri itu lagu. Kalau bisa update itu jangan update tampilan nya aja tapi update juga server dan sistemnya biar gak ganggu kaya gini.",2
"Ga seneng banget kalo udah iklan podcast serem. Emang sih sekarang udah ga ada suara2 jumpacare tapi tetep aja gw yang takutan terus lagi nyetel sendirian dikamar malem2 kan ga asik banget. Pocong lah, cerita horor lah. Lebih baik iklan biasa aja yang suruh bayar premium dripada iklan2 podcast horor..pls😭😭",3
"Makin di update makin banyak bug, bug pertama beberapa lirik di lagu gk bisa di tampilkan padahal sebelumnya bisa. kedua, selalu ada tulisan ""anda sedang offline"" padahal internet ku lancar"" aja kok. tolong segera di perbaiki dong aplikasi nya, jujur, ini sangat menggangu.",3
"kenapa ya tiba-tiba logout akun??!!! pas mau log in lagi malah kombinasi sandi sama email salah, padahal udah bener, tolong dong spotify jangan gini, mana akunku masih premium, kasih solusi!!! udah nyoba uninstall sama install ulang tetep aja gabisa",2
"Depelover minta tolong di perbaiki lagi , masa saya mau setel lagu malah lirik nya ga muncul padahal koneksi bagus dan sinyal pun lancar . Saya sampai buat 2 akun dan unistal ini sampai 3x pun belum bisa padahal gk pernah telat update sama sekali , jadi minta tolong pada pihak spotify di perbaiki lagii",3
Banyak kurangnya saat mau memutar lagu selalu ada iklan 15-30 detik kalau di fikirkan dengan akal sehat itu lama banget bayangin kalo gak premium lagunya suka random mau ganti kena iklan misalkan playlistnya 1 jam untuk belajar misal setiap ke ganti mau di balikin iklan kalau itu sekitar 40 lagu itu kebuang 1200 detik di tambah lirik suka tidak muncul dan juga banyak bug suka keluar sendiri tanpa alasan ini suara di banding game yang pakai audio dan suara yang lebih jarang mati sendiri,1
"Aslinya bintang 5, tp gara-gara iklan podcast horor jadi aku kurangin bintangnya, wkwk. Lebih suka iklan bunga dan kumbang, lebih merdu tiwas iklan podcast horor. Mana itu podcast mau di un-like berapa kalipun juga tetep muncul, harusnya sistemnya ga gini. Jangan diulangi ya lain kali.",4
"Musicnya lengkap,... Dan masih tetap lancar mutar musim D kondisi jaringan lelet,... Dan yang bikin bintang⭐ 5,. . Gak ada iklan² yang gak jelas sama sekali Rekomen banget buat yang pengen dengar musik tanpa di ganggu iklan",5
"Plis lah sportify masa tiba2 ga bisa milih lagu lain bahkan hrs premium dlu dan ga semua ada uang apalagi pelajar,suka ada tulisan tidak ada internet padahal kuota ada,pliss awalnya ini aplikasi favorit aku krna aku suka bgt dengerin musik tiap hari tp karena skrng ga bisa bebas milih lagu dan hrs premium jd ga like.pliss balikin kek dlu lagi dong klo emg marketingnya user hrs premium ga gini jg kali woy,iklan ga cuma 1 tp skligus 2 udh gtu iklan podcast horor mulu lagi!!!!!",1
"jujur saja aplikasi nya bagus dan aku juga suka pake spotify, tapi akhir akhir ini aku kesel banget karna apa apa harus premium, mulai dari pemilihan lagu, lirik, dll. dan karna itu, itu benar benar mengganggu saya mendengar lagu, di tambah lagi ada banyak iklan juga, tolong setidaknya untuk memilih lagu tidak premium",2
"Aku sudah suka dengan spotify, masih bisa mendengarkan musik jika keluar layar atau ponsel dalam keadaan mati. Tapi aku harap tolong hilangkan shuffle pintar. Karena ingin tetap mendengarkan lagu sesuai urutan tanpa harus premium. Terima kasih...",5
"Semua tidak ada kejanggalan, sampai saat ini bagus bagus aja, tetapi tolong lah kepada spotify, pengiklanan anda terlalu brutal, mau menekan tombol search di tawarin, terutama iklan premium, gapeduli saya sama iklan podcast dll cuman ini premium, mengganggu banget, ga semua orang pengen premium, dan ga semua orang main di Spotify jadi jangan memaksakan user nya untuk premium, boleh iklan memberitahu tetapi jangan brutal dan spam, semoga ada kehendak kedepannya👌",3
"Saya sudah lama memakai apk spotify,,yang tidak nyaman adalah Iklan berulang². Mohon pihak Spotify sempurnakan agar lebih nyaman menggunakan nya..!!! Trimksih..!",1
"Agak sebel karna setiap selesai lagu, muncul iklan sportify mana munculnya 3 kali berturut turut...masih mending kalo iklanya 1 kali, ini mah setiap selesai musik iklan 3 kali berturut turut",4
Aplikasi nya sangat pengganggu saya untuk mendengarkan musik tolong mohon di perbaiki saya setiap nyetel lagu pasti iklan trs dan tidak bisa pakai untuk premium tolong di perbaiki ya,2
"Wkwkwkwk aplikasi ngebug.. abis nyoba paket berlangganan premium, trus waktu tenggat habis mau ga diperpanjang gabisa.. 🤣 dan gabisa kembali ke spotify versi free, alias kalian gabakal bisa pake spotify lagi kalo ga membayar tagihannya 😂😂 mending download aja kemana mana...",1
"1).Tolong background untuk lirik bisa diubah, mataku sakit kalo baca lirik backgroundnya merah, ijo dsb. 2).Share lirik diperbanyak atau kalau tidak, cukup 5baris asalkan ada suaranya biar dibikin status lebih asik. 3).Tambahin pilihan ""jangan tampilkan"" di beranda podcast² orang lain yg tidak kita suka, kadang risih. 4).Kalau kita tambahin BANYAK lagu dari playlist (A) yang kita buat ke playlist (B) tolong lagu yang udah masuk Jan ikut masuk lagi (jangan double). 5). +in pilihan Drk/White mode!",5
"Saya spotify berlangganan premium, sudah update pula. Kenapa pas buka dan search lagu lemot sekali???? Dan saya coba login tetep masuk akunya susah. Mana autodebet dari CC saya ! Lama2 gue stop ya.",1
Aplikasi ini sangat rekomedasi nyaman di gunakan. Cuman lebih nyaman kalo pilih lagu nyah bisa bebas ga di Bates. Jadi enak kalo lagi pengen bebas ganti lagu di barisan allbum,5
"Tiap satu lagu ada iklan, oke lah wajar. tapi pindah lagu juga iklan, padahal lagu baru diputar beberapa detik setelah iklan. kan goblog namanya. UNINSTALL",1
"Memang banyak iklannya. In other side, suka playlist nya yg sering di mixed tiap minggu karena suka dengar lagu tanpa harus milih sndiri atau yg itu2 aja, tanpa harus cari tau apa lagu terbaru. Dan makin banyak playlist yg disediakan 👍",5
"Spotify tolong lah iklan podcast horornya anjir😭😭😭 klo pas dengerin malem² itu loh, tolong lah ya. Udah berkali kali di klik ""Tidak suka iklan ini"" di bagian dislike, next masih iklan itu lagi yg nongol. Yg lain kek, tolong yaa tolonggg bangettt",3
"Ini kenapa liriknya sering ga muncul ya?di sebagian lagu kadang ada tapi kadang juga ga ada udah di update tetap ga muncul muncul ,lama lama gue ganti juga ni aplikasi",2
"Kenapa sekarang jadi sedikit tidak bagus, liriknya gak muncul padahal jaringan bagus pakai data atau wifi juga sama saja. Tolong di perbaiki segala macam bug yang ada ya. Terimakasih",1
"Enak dan suka banget dengerin musik lewat Spotify. Meski belum premium setidaknya bisa have fun dengerin musik lewat Spotify. Hampir tiap hari aku suka dengerin musik lewat Spotify. Mudah banget cari lagu yang disukai. So, sukses terus Spotify! Oh ya, satu lagi tolong jangan putar lagu yang tidak ada di playlistku🙏",5
"Apa apa harus premium, lagu yang di pilih terbatas, skip lagu terbatas, dan sering muncul iklan. Daniel ek, jangan pelit lah, minimal bisa pilih lagu sesuka hati.",1
"spotify nya suka mati sendiri jadi ganggu pas lagi dengerin lagu, padahal jaringan saya bagus memori juga masih banyak trs hp saya juga udah di refresh tetep aja mati""an lagunya, apk ny jg udh di update",2
"Enak² denger musik pas malam², malah di tayangin iklan yang aneh² dan serem, padahal udah gw laporkan masalah iklan nya, malah muncul lagi, taik lah spotify, gk bakal gw play lagi!!!",1
Tidak senang sy tdk mengaktif kan langganan koq langsung main potong aja dan sy cek pembayaran di google play tidak ada riwayat transaksi ini penipuan atau apa? Tolong kembalikan dana sy karna sy tidak merasa melakukan pembelian dan pembayaran langsung di potong ke akun ewalet saya,1
Aplikasi Menjengkelkan Baru juga putar 1 lagu udah dapat 3 iklan Astaga .Pencet Lagu Yang Keputar Malah Iklan Itupun iklannya 3-4 & Durasinya Panjang Banget.. Uninstall Bye,1
"ga masalah si banyak iklan, TAPI YA NGGA HORROR MULU KALI 💀💀 serem, habis muter lagu tiba tiba ""tariikk tariikk"" atau ga terror pocong. jarang dengerin lagu di spotify ya gegara ini :DD mau premium tapi takut pas udah premium malah jarang ngedengerin, kan sia sia",3
Saya kasih bintang 4 dulu karna pas nyetel musik kan udah ada urutannya tapi kok malah acak musik nya padahal ada urutan musik nya contoh nya aku nyetel musik rasah Bali dan setelah rasah Bali itu klebus tapi malah nyasar ke aku ikhlas kan aneh tolong min,4
Mau buka lagu apa yg di putar mala lagu laen....Mending buka YouTub* di google bebas pilih lagu tinggal setting sedikit biar bisa di buka di latar belakang...dri pada maksa premium Aplikasi kok ngusir peminatnya sendiri,3
"gimana sih Spotify!? aku mau beli premium tapi ga bisa lalu ada tulisan ""tidak dapat menghubung"" ""coba lagi"" aku udah masuk beberapa kali tetap aja ga bisa, udah cape dengarin iklan mulu",1
"Aplikasi nya bagus, suaranya juga jernih, di tambah ada lirik musik nya, tapi iklan bikin ganggu bgt, jadi mohon untuk di kurang kan ya iklan nya☺👍🏻",4
Yg ribet soal iklan atau kwalitas audio yg standart harap maklum aplikasi gratisan emang tampil apa adanya sponsorship saya rasa cukup relevan demi royalti ke artis dan yg riweh ga bisa beli premium di baca ulang lagi yaa saya sdh hampir 5thn pake spotify nyaman2 saja bahkan favorit dr pd yg lain utk lagu yg kurang lengkap atau ga tersedia lagi mungkin terkait regulasi kontrak ke label rekaman kayak ada beberapa track lagu hindi yg only di apk music lain di spotify ga ada jadi wajar lah,5
"Minimal ngasih iklan yang sesuai lah , podcast horor ga jelas jadi iklan.ini aplikasi musik ya musik lah iklannya.gw ga masalah kalo iklanya musik .",2
"aplikasi yang sangat membantu di kala kecewa maupun bahagia, dan saya menghargai iklan tapi tolong min iklan yang horor tolong di hilangkan, karena saat handset udah terpasang saat pas malem trs iklan horor, kadang takut dan langsung g mood",4
"mau membeli yang premium selalu keluar periksa jaringan, padahal jaringan handphone ku bagus,ga jelas banget, nggak pake yang premium kebanyakan iklan,mau pakai yang premium kendala nya gak jelas 😒",2
"Pembatasan lagu buat spotify free jadi dikit banget, waktu 2023 bisa milih lagu sepuasnya sekitar 16-an, sekarang aku hitung kok cuman bisa 9/10 lagu ya? Diubah kah sistemnya?",4
"Di perangkat saya sebelumnya saya pernah download beberapa lagu di spotify, lalu baru-baru ini saya ganti perangkat yang baru lalu perangkat yang lama saya setel ulang pabrik untuk menghapus semua isinya. Tapi kenapa waktu saya mau download lagu di perangkat yang baru terdapat tulisan ""batas perangkat tercapai, mohon hapus lagu yang ada di perangkat lain"" Padahal perangkat sebelumnya sudah saya setel ulang pabrik dan seharusnya sudah terhapus?",2
Aplikasi nya bagus banget buat denger lagu gak ada iklan nya lagi terus tetep nyala walau pun hp nya di matiin tapi sayang nya gak bisa denger lagu sambil main game kalo sambil main game lagu nya langsung mati,4
"Menurut aku sih yaa udh bagus apk nya,tapi kenapa kadang klo mau masuk ke spotify nya tuh lama banget padahal jaringannya bagus,terus plss deh iklannya banyak bet dah,but over all bagus lah ya",4
"Apapun harus premium, pilih lagu aja harus pakai premium, makin update makin dipaksa buat beli premium, saya cuman mau membaca novel sambil denger lagu dengan tenang, saya mau memutar lagu favorite saya dari playlist, eh malah disuruh bayar premium, tolong diperbaiki, gak semua orang mempunyai uang lebih.......maksudnya jangan terlalu dipaksa, mohon banget untuk diperbaiki dev🙏",1
"lirik tidak dapat dilihat, selalu mengulang lagu yang sama, memasukkan lagu ke dalam playlist tanpa sepengetahuan pengguna, semua fitur ditutup",1
"Iklan spotify podcast horror ga suka banget, gila malem malem ke puter?! Kan ga ini banget, kalo bisa hapus aja iklan podcast horror itu ganti sama yang lain kyk kumbang dan selai juga ga papa, asal jangan horror. INTINYA JANGAN ADA IKLAN HORROR WALAUPUN GA PREMIUM YA.",2
"Mantapmen, kalo udah berlangganan Premium pasti uwenak dong hahahahah, iklan ga ada, lirik lagu muncul semua, kualitas lagu makin jernih , bisa download lagu ,mantap dah cuma Rp600 perak per hari udah bisa nikmatin Spotify premium, mantap pokoknya ga nyesel deh 👍👍👍👍👍👍👍👍👍👍👍👍",5
"Dear Spotify kurang2in lah iklan yg berbaur horor,saya ga masalah iklan yg lain ,tapi kalo iklan yg berbaur horor itu loh bikin ga nyaman sama sekali apalagi kalo tengah malm tiba2 lagi musikan denger iklan ke gitu apalagi nyebut si poci🙂",1
"spotify sekarang banyak banget masalah, aku wes mau liat liriknya yang ada malah ""lirik tdk tersedia"" kan wong ngeselin ya wak? dulu tuh lagunya ada liriknya, ya aku bolak balik ke playstore takutnya belum update secara manual kan, nah ini wes ga ada trus gimana atuh? mana aplikasinya juga sekarang maksa buat pemakainya beli premium. Semua lagu sekarang liriknya bermasalah. Cepet perbaikin.",2
"Sangat membantu saya dalam mendengarkan musik² pilihan mengisi hari2 dgn lagu lagu hits dimasa² nya,. Semoga banyak peminatnya dan sukses selalu👍👍👍👍🥰",4
"Sangat bagus untuk mendengarkan lagu dengan santai💗,,tetapi tolong kurangi iklan2nya..seperti saya sudah dengar lagu dengan santai tiba² iklan trs ada suara kunti🙏🏻",4
"Maaf kaa sebelum klo kasar mungkin dengan bintang 5 ini bisa di mengerti......kntl cape gw denger iklan baee baru denger dua lagu iklan lagiii truuss smisalkan sering nyari judul lagu pasti di arahin bayarr,,,pindah ke premium lahh taiii tolonglah kaa jangan terlalu sering iklan kami mau denger lagu bukan iklan....klo boleh tau itu iklan gunanya apaa emng????sekian terimakasih",5
pliss dehhh gw gak masalah kalo harus premium ataupun apapun lahh tapii ini kenapa saya setiap play musik beberapa lagu gak ada liriknya kenapa sihh jadi kesell padahal udah nyaman pake spotify tapi malah gini terus pas mau bayar premium gak bisa menghubungkan kenapa yaa ini ngebug² intinya surat terbuka untuk developer spotify harus ada liriknyaa,1
"Bagus ,bisa save playlist pribadi tapi sayangnya kalau ga ambil premium paket iklannya banyak bener dan sering bgt,kalau bisa dijeda per 5 lagu baru iklan",4
"Semoga kedepannya ada fitur bisa menambahkan lagu"" di youtube ke sportify, Iklannya makin di update makin banyak engga bisa di skip lama, tolong juga kedepannya jangan terlalu banyak iklan dan juga lagu yg saya masukkan ke playlist lumayan banyak saat saya mendengarkan lagunya saat selesai ke lagu berikutnya malah mendengarkan lagu yg tidak masuk playlist dan juga lagunya itu2 aja kan di playlist saya ada lagu yg lain banyak",3
"Isi kepala cuma premium, gabisa dengerin dengan nyaman karna kebanyakan premium terus. Kenapa sih kok harus haus uang, kan bisa kasi fitur download atau putar terus. Kasihan loh yang gak punya uang .",1
"Sepertinya bakal beralih kesan nya maksa buat pasang premium , padahal udah nyaman pake aplikasi ini, tapi dibuat gak nyaman dengan paksaan nya. See u spotify",1
"baguss, tapi kadang kalo kita udh buat playlist yang ada lebih dari 100 lagu, masih aja di setel lagu yang keluar/ga ada di playlist, mohon untuk di perbarui",3
"kenapa biasanya di playlist suka ada ""tampilkan ke publik"" tapi kenapa sekarang jadi tidak bisa? saya mau simpan playlist saya di tampilan profil eh malah gabisa",3
"Gak bisa putar musik seenaknya harus premium , Memaksa orang untuk premium gak pantas di bilang paket gratis yang premium juga banyak masalah alah apasih ?!",3
"Aplikasinya gak bisa masuk diwaktu memasukkan email, pas ditekan buat akun ga ada respon, masuk pake no hp juga sama, jadinya gak bisa kepake buat dengar musik maaf ya unistal aja😔🙏",2
"Bagus si bagus cuma aku request, iklan nya jadi lagu sambalado aja kak, gapapa sama ada iklan promosi in Prem, tapi tolong iklan yang pocong ilangin lah, saya enak enak sad malah kaget denger iklan pocong😁, sekian dari saya terimagaji🙏",4
"Ga bgt, klo bisa jgn trlalu bnyk iklan, apalagi iklan horror, disetel malem² niatnya mau dengerin lagu sad malah muncul iklan horror, apalagi cwe yg tkut tidur sendirian setelah ngalamin sesuatu yg horror, jgn gtu lah ga lucu sama sekali pls jgn lagi ada iklan kyk begitu apalagi klo denger lagu ada batasnya mau denger di tiktok music tpi hampir semuanya di hapus dan di banned, ga bgt dunia skrg sama² ga bener",1
"jujur aku sangat menyukai aplikasi ini, aku sudah lama memakai aplikasi ini, tetapi semakin lama iklan semakin banyak, aku mengerti, harus menggunakan premium untuk bisa tidak ada iklan, tetapi tetap saja iklan terlalu banyak, bahkan aku pernah mendengar lagu 1 iklan juga 1, sangat kecewa. tidak tenang dengan iklan. dan maka dari itu ku beri bintang 3",3
"Makin lama makin maksa ni aplikasi untuk beli premium, udah gak bisa dengar lagu secara biasa malah di suruh pake premium lagi, liriknya juga harus premium iklan pun banyak",1
"bagus aja kok tapi bagi yang bilang iklannya banyak yah namanya juga aplikasi gratis mau gimana lagi kalok gak da iklan bisa rugi adminnya,enak aja kalok gak da iklan kalok gak mau ada iklan yah beli premium jangan banyak cot cot kalok gak da duit",5
"knp sih padahal mau beli premium tapi malah ga bisa tulisannya ""periksa pengaturanmu atau coba lagi nanti"" gila nih aplikasi, Ed yg bener lah..mau beli premium malah di persulit, kocak!",1
Aplikasi sering ngebug seperti keluar² sendiri gambar tidak muncul padahal Wi-Fi berkecepatan tinggi sama sering delay,1
"Kenapa sih iklannya cuma ""lentera malam""? Gak ad lg iklan lain??? Harusnya ada fitur memilih tema iklan yg bs d skip atau diganti k iklan lain.",1
"Tolong pihak spotify knp tiba tiba melakukan transaksi otomatis tanpa sepengetahuan saya, saldo gopay saya tiba tiba kepotong dengan alasan pembelian paket premium. Tolong balikin saldo saya",2
"sekarang jadi ga bisa milih lagu lagi kalau ga premium, padahal ga premium pun udh dapet iklan, sekarang malah ditambah ga bisa milih lagu, cukuplah 2 bintang",2
kali ini spotifynya harus make premium untuk bisa lanjutin lagunya dan kalo nyari lagu harus make premium lagi waduh nyari kesempatan ini ya? emang harus make premium gitu? >:(,1
"aplikasi pelit, minimal kalo ngga premium okelah gapapa gabisa download lagu nya, cuma jangan dibatasi juga dong buat milih milih lagu nya😤",1
"setelah saya update aplikasi ini, icon translate nya malah menghilang. awalnya saya mengabaikan sembari menunggu update selanjutnya, setelah saya update lagi icon translate nya pun tak kunjung muncul. saya sudah mencari beberapa cara untuk membuat icon tersebut kembali, tapi saya tidak menemukan cara yang membantu. tolong diperbaiki supaya kami dapat menggunakan aplikasi ini dengan nyaman, terimakasih sebelumnya.",1
"Saya berlanggangan spotify premium 54.900/3 bulan saat itu promo, pembayaran pun berhasil dilakukan melalui shoope pay pd tgl 15 des 2023, namun keesokannya dikatakan gagal gagal sehingga pd tgl 26 januari 2024 beralih ke free. Bagaimana pertanggungjawabannya ? Terima kasih. Fyi bahkan sebelumnya saya sdh berhasil membayar akun premium mggunakan dana, tp tetap dikatak gagal bayar",1
"iklannya horor terus mana keseringan ada iklan, tiap 2 -3 lagu terus iklan, 30 detik pula, saran sih iklannya bisa diganti kaya dulu aja, skrg kebanyakan iklan podcast horor jdi males",1
"perbaikin saya mau pilih lagu malah di ganggu dan tidak bisa saya pilih lagu yg saya suka, tolong fix ""pilih lagu untuk diputar lagi besok""",2
Mendengar lagu atau siniar pada malam hari dan muncul iklan horor sungguh sangat menyebalkan. Mohon agar iklan podcast dapat menyesuaikan dengan selera pengguna.,1
"Terkesan mencari keuntungan dengan memberlakukan setiap hari hanya bisa memutar beberapa lagu untuk diputar jika tidak membeli premium, jadi saya lebih memilih memakai aplikasi lain daripada aplikasi ini",1
"aku sih ga masalah sama iklannya tapi tuh yang bikin kesel itu kenapa sering mati sendiri, baru dengerin satu lagu udh mati aja, trs liriknya pelis banyak yang ga ada 😔👉👈",4
"Sangat pelit bahkan saat ingin mengganti lagu dan mendengarkan lebih banyak harus memakai premium, aku butuh penjelasan lebih lanjut dan tolong jangan pelit!!!",1
Too much ads. Ngalahin yt banget. Tiap 1 putaran lagu aja iklan. Aslinya mah enak bgt pake spotify,2
"Spotify sudah okay banget sejauh ini, tapi kebanyakan iklan pocong, takut hehe. kalo bisa tambahin fitur chat juga dong hehehe. Terimakasih",5
"Semakin tak ok la udah bolak balik instal dan uninstal, Kenapa sekarang setiap buka spotify tak boleh buka, muncul berwarna hitam semua nii Data internet ada bukan tak ada adoiii",2
"Lagu yg hits dibatasi pemutarannya dan tak bisa mengatur lagi yg ingin diputar harus berlangganan premium baru bisa,,,gak asik lgi",1
"tolong iklannya cepatkan 15 detik minimal,satu lagi kalau udah dengar 2 lagu pasti ada iklan minimal dengar 6 lagu baru iklan,dan terlalu memaksakan untuk downloand premium",1
"So far so good, tapi tolong yaa iklan nya jangan too much about horror podcast, apalagi sering banget muncul malem²:)",4
Bagus tapi setiap pengen lihat lirik pasti tulisannya: tidak dapat memuat lirik untuk lagu ini.di update masih sama aja. Tolong diperbaiki soal ini,4
"Bagus sih aplikasi nya, fiturnya juga lengkap banget tapi sekarang sebagian lirik lagunya dihilangkan karena harus premium yah:)",4
Saya tidak bisa premium kan Spotify ini dengan halangan menghubungkan pengaturan!! Tolong bantuannya agar saya bisa premium,1
"Saya udah beli akun premium. Pulsa udah kecabut tapi akunnya masih belum premium. Ini gimana sh spotify,makin kesini malah sistemnya merugikan pengguna",1
𝗚𝗮𝗸 𝗯𝗮𝗻𝗴𝗲𝘁 𝘀𝗽𝗼𝘁𝗶𝗳𝘆. 𝗽𝗲𝗿𝗰𝘂𝗺𝗮 𝗱𝗶 𝗽𝗮𝗸𝗲 𝗸𝗲𝗯𝗮𝗻𝘆𝗮𝗸. 𝗜𝗸𝗹𝗮𝗻 𝗻𝘆𝗮 𝗷𝘂𝗴𝗮 𝗽𝗲𝗿𝗺𝗶𝘂𝗺 𝗴𝗮𝗸 𝗯𝗶𝘀𝗮 𝗱𝗶 𝗯𝘂𝗸𝗮 𝗹𝗮𝗴𝘂 𝗻𝘆.𝘁𝗮𝗺𝗽𝗮 𝗽𝗮𝗸𝗲𝘁 𝗴𝗮𝗸 𝘀𝘂𝗸𝗮 𝗯𝗴𝘁,1
soal masalah bug/iklan ok gpp tapi saya meminta tolong agar iklan yg terror p*cong itu dibilangin sj soalnya bagi penikmat yg tidak memiliki premium kadang kanget mendengarnya/takut itu sj ulasan dari saya trmks,3
"Iklan nya tolong di kurangin donk terus jangan menyiarkan iklan yg horor, jadi pas malem-malem lagi dengerin lagu terus iklan horor muncul kan bikin males.",3
Udah bagus bagus fitur buat yang free bisa milih lagu dan skip lagu tanpa batas. Eh malah di balikin lagi kaya tahun 2021 ke bawah ada batas maksimum buat milih/skip lagu,3
buat iklan sih aman² aja ya sebagai user gratisan tapi buat lirik nya ini pada kemana yah setiap lagi kek hampir semua tidak dapat memuat lirik untuk lagu ini harap di munculkan kembali untuk lirik,2
"Dulu aplikasi spotify bagus, musik slalu up date. Tapi sekarang ""GA BAGUS"" menurutku. Harus berlangganan dlu baru bisa dngerin lagu atw musik. ga ada yg gratis y say...smua serba duit. 😩",1
"Kaget waktu dengerin lagu mana malem malem lagi tiba2 ada podcats horor plis lah jangan ngagetin terus mana jantungan lagi . tolong dong kurangi iklannya, masa harus premium dulu baru bisa bebas iklan.",3
Min kalo di Spotify akun nya harus premium gitu?. kalo Harus premium nya jgn maksa.nyampe saya pencet lagu ini eh malah lagu ono jadi kan gk sesuai trus di pencet nya malah jelajahi premium kalo gk pencet tutup.gitu gitu mulu plis lah,3
"aplikasinya bagus, tapi iklannya terlalu banyak, jika mau ganti lagu langsung iklan, waktu buka aplikasi suka ada keterangan 'no connection' padahal sinyal bagus",3
"Update baru² ini sangat mengganggu, untuk fitur² lama banyak harus berbayar, untuk mengacak lagu sesuai playlist sudah tidak bisa lagi. Kebanyakan iklan!",2
"ada lagu yg saya butuhkan malah liriknya ga bisa. iklan bisa dikurangin ga ya?setiap mau ganti lagu yg saya pilih,iklan dulu dan iklannya tuh ada 2,harus premiun dulu!",2
"Lirik tidak bisa di-lihat,cuma Ada Di beberapa lagu, please hilangin iklan podcast horor waktu malam,Coba bayangin,Spotify kalian ngga premium,kalian lagi mau begadang sambil dengerin lagu Di Spotify Dan posisinya tengan Malam,tiba"" Ada iklan Seperti itu,tolong hilangin waktu malam ya...^⁠_⁠^^⁠_⁠^",4
Aplikasi spotify ini menurutku sangatlah menarik karna banyak musik musik yang sangat membuat ku menjadi rilex dan menjadi lebih bersemangat dan juga aku pun baru menyadari bahwa ter nyata spotify bisa daftar gratis juga yaa.,5
"kenapa pas putar lagu lalu layar dimatikan atau pas berjalan dilatar belakang selalu mati lagunya? gangguan apalagi ini ya tuhan. yg bener aja, udah beli premium. rugi banget",1
"Nggak tau kenapa ya... Klo setiap aku play lagu itu pasti liriknya nggak muncul.. aku tahu sebenarnya lagu itu ada liriknya,.. tpi pas aku play lagunya kok gak muncul gt loh.. q gatau itu bug atau apa.. jdi itu saja keluhan saya, mohon di perbaiki.. terimakasih!",4
"Sporty lagi butuh duit kah?kemarin premium sekarang?bahkan pilih lagu udah gak bisa,lama lama gw pindah ke trabel kalau kayak gini,gak sekalian di suruh banyar kalau mau masuk sporty?biar banyak uang lo,maksa banget buat orang langganan premium,gak semua orang tuh bisa bayar,apalagi yang emang ekonominya ""rendah""gw bukan protes cuma kepikiran gimana mrk yang gak mampu premium",1
"makin di update makin ga bagus, banyak iklan + canvas backgroung blkg lagunya juga hilang gitu. ayok dong spotify udah nyaman sama aplikasinya jangan jadi menurun gini performa nya yaa!!",4
"Sebenernya bagus bagus aja sih, cmn makin kesini kok makin agak agak bgt ya.. apa apa harus dibayar :) mau pke lirik aja dibayar, music yang didenger diplaylist pasti slalu ga keputer semua & suka nyasar ke lagu laen padahal ga dimasukkin playlist 🥲🥲 padahal dl cingta bgt sama Spotify",2
Kenapa gak bisa di pake pas online setelah habis premium? Mau Denver International secara online juga GA bisa harus banget premium?? Pas buka apk nya nya selalu tidak Ada koneksi padahal saya pake WiFi dan gak lemut juga. Kenapa masih gak bisa di pake pas online?????,2
"Saya sangat cinta spotify, terimakasih berhari-hari selalu ada untuk saya meskipun iklannya terkadang menjengkelkan suka datang pas saya lagi galau, tapi gapapa. Love u! 🤍 Ada masalah= Spotify Gaada masalah= Spotify Senang dan duka= Spotify Jatuh cinta dan patah hati= Spotify Tidur sampai bangun tidur= Spotify Pokoknya semuaanyaa Spotify!! 🤍🤍",5
"Ini kenapa setiap saya ganti lagu 1 doang iklan nya bisa 3-4?,maksa banget beli premium..,tolong kurangin iklan nya lah..,masa saya salah pencet lagu terus pencet yang lain lagi langsung ditambahin iklan nya?,padahal saya blum liat lagunya loh...,langsung ditambah iklan,kurangin lah..,ini juga kenapa ada playlist&lirik banyak yang hilang...,liriknya mana,terakhir,kenapa saya gabisa ngulang lirik lagu...,udh mencet mencet lirik sebelum nya,ttp gabisa replay,ini Spotify maksa ya kita liat iklan;)?",2
"Kenapa spotify tidak bisa diakses? Setiap mau login, selalu gagal padahal jaringan aman tapi disebutkan jaringan bermasalah. Sudah saya instal kembali, tetapi masih seperti itu. Tolong diperbaiki",2
"Ini musiknya sering berhenti sendiri kadang suka kesel sama spotify hadehh fak kata gw teh😁, dan ini apa ya padahal udah nyalain data/wifi tapi musiknya malah gak bisa diputer. Ini kenapa makin jelekk ya allah, jadi harus pake banyak banget sinyal😭😭😭",1
"Kenapa user dibikin tidak bisa melakukan pembayaran premium di aplikasi? Selalu saja output yang muncul kalau nggak ""500 Internal Server Error'"" ya, ""Periksa pengaturanmu atau coba lagi nanti"". Padahal nggak ada settingan apa2 di pengaturan aplikasi",2
